"And in fact, it heats the water a lot more quickly. ",neutral,
"And in the '90s, we have the terrible HIV epidemic that takes down the life expectancy of the African countries and all the rest of them move up into the corner, where we have long lives and small family, and we have a completely new world.(Applause)(Applause ends)Let me make a comparison directly between the United States of America and Vietnam. ",neutral,
"And in this case, what was getting engulfed were these social responsibilities by the expansion of the book. ",neutral,
"And instead of looking at this, I would like to end up by showing the Internet users per 1,000. ",neutral,
"And it allowed us to go back to first principles, and redefine fly tower, acoustic enclosure, light enclosure and so forth. ",neutral,
"And it also charged us with thinking about how to have something that was both a single building and a credible sort of sub-building.So this is Louisville's skyline, and I'm going to take you through the various constraints that led to the project. ",neutral,
"And it didn't occur because GPHIN found the pandemic-to-be of SARS three months before WHO actually announced it, and because of that, we were able to stop the SARS pandemic. ",neutral,
And it indicates the whole structure of education is shifting beneath our feet. ,neutral,
And it is true that we did have to lock the articles on a couple of occasions. ,neutral,
"And it opened a couple of weeks ago, and there's 600 kids that are now using the schools.(Applause)So, disaster hits home. ",neutral,
"And it turned out there was this audience that didn't know it wanted crack cocaine, but when it came, it really did. ",neutral,
"And it turns the mouse into Mighty Mouse, makes it fearless, so it runs out in the open, where it'll be eaten by a cat. ",neutral,
And it wasn't that difficult. ,neutral,
"And it's getting worse, because travel is getting so much better.Let me show you a simulation of what a pandemic looks like. ",neutral,
"And it's going to reach a crescendo over the next few years, and I think that it's for our benefit, really, and for the world's benefit.OK, so what are the enablers?",neutral,
"And it's good reason for them to be obsessed with the idea of universals, because all of science, through the 19th century and much of the 20th, was obsessed with universals. ",neutral,
"And it's not because they're less smart, and it's not because they're less diligent. ",neutral,
"And it's true that an ounce of prevention equals a pound of cure, but that's only if we know what to prevent. ",neutral,
And let's add satellite confirmation. ,neutral,
"And more than in Haiti, this produces really smoky fires, and this is where you see the health impacts of cooking with cow dung and biomass as a fuel. ",neutral,
"And most of the inner-city gang members didn't know any rich white people, so couldn't sell to that market. ",neutral,
"And most places in the universe, a typical place in the universe, is nowhere near any galaxies.So let's go out further, till we're outside the galaxy, and look back, and yeah, there's the huge galaxy with spiral arms laid out in front of us. ",neutral,
"And now, their reporting percentage is down to 50 percent, because other nations have started to report. ",neutral,
"And on the fourth week, the doctors come and they mow out an area, put a tensile structure on the top, and when the doctors have finished treating and seeing patients and villagers, you cut down the clinic and you eat it. ",neutral,
"And one of the crucial points is to make them searchable, and then people can use the different design tool to animate it there. ",neutral,
"And one of the main reasons our brain got so big is because it got a new part, called the ""frontal lobe."" Particularly, a part called the ""pre-frontal cortex."" What does a pre-frontal cortex do for you that should justify the entire architectural overhaul of the human skull in the blink of evolutionary time?",neutral,
"And one of the questions from which I learned a lot was this one: ""Which country has the highest child mortality of these five pairs?",neutral,
"And one of the reasons you can't see it is because it's backlighting most of the time, most cell phones. ",neutral,
"And over the course of the last six years, it's spread and it's spread and it's spread around the world.What I have learned is two things: one, that the epidemic of violence towards women is shocking; it's global; it is so profound and it is so devastating, and it is so in every little pocket of every little crater, of every little society that we don't even recognize it, because it's become ordinary. ",neutral,
"And over the next 10 years, they made 600 million dollars off their line of extra-chunky sauces.Everyone else in the industry looked at what Howard had done, and they said, ""Oh my god! We've been thinking all wrong!"" And that's when you started to get seven different kinds of vinegar, and 14 different kinds of mustard, and 71 different kinds of olive oil. ",neutral,
"And Pepsi came to Howard and they said, ""You know, there's this new thing called aspartame, and we would like to make Diet Pepsi. ",neutral,
And SARS is the pandemic that did not occur. ,neutral,
"And she said ""Yes, that's former Vice President Al Gore and his wife, Tipper."" And the man said, ""He's come down a long way, hasn't he?",neutral,
"And she was going along the tracks, and the tracks split. ",neutral,
"And she's exceptional, but I think she's not, so to speak, exceptional in the whole of childhood. ",neutral,
"And so I'm going to be conducting a course this summer for a group of people that are nominated by different folks to come and then give it en masse, in communities all across the country, and we're going to update the slideshow for all of them every single week, to keep it right on the cutting edge. ",neutral,
"And so that isn't very hard.(Laughter)Everybody agrees that whatever the solutions are to the big problems, they include education, sometimes can be just education and can never be without some element of education. ",neutral,
"And so the logical thing to think was that they are going to age out of the gang like everybody else has, and the next generation is going to take over and get the wealth.There are striking similarities, I think, to the Internet boom. ",neutral,
And so the purpose of influence is to speak up for those who have no influence. ,neutral,
"And so they needed to be able to quickly transform between different theater organizations, and for operational budget reasons, this actually no longer happens in pretty much any multi-form theater in the United States, so we needed to figure out a way to overcome that.So our thought was to literally put the theater on its head: to take those things that were previously defined as front-of-house and back-of-house and stack them above house and below house, and to create what we called a theater machine. ",neutral,
"And so they quote me as saying, ""They're the most contentious in the history of Wikipedia."" What I actually said is they're not contentious at all. ",neutral,
"And so we came up with the bright idea that instead of getting people to walk 10, 15 kilometers to see doctors, you get the doctors to the people. ",neutral,
And so we thought perhaps there might be a better way to come up with an alternative cooking fuel.What we wanted to do is we wanted to make a fuel that used something that was readily available on the local level. ,neutral,
"And so we're proposing a different kind of flexibility, something that we call ""compartmentalized flexibility."" And the idea is that you, within that continuum, identify a series of points, and you design specifically to them. ",neutral,
"And so what I want to talk about today is trying to take these ideas that we've seen in the musical culture and try to bring these towards reinventing the way we think about writing books, using them and teaching from them. ",neutral,
"And so you see these things, it's not always smiling. ",neutral,
"And so, as long as people trust me in my role, then that's a valid place for me. ",neutral,
"And so, with this sort of idea, what happens is, whatever actually is in the building on opening day, or whatever seems to be the most immediate need, starts to dwarf the possibility and sort of subsume it, of anything else could ever happen. ",neutral,
"And some such plans exist, things like swarms of mirrors in space to deflect the sunlight away, and encouraging aquatic organisms to eat more carbon dioxide. ",neutral,
"And sometimes I get teenagers who promise me that they won't join a gang and just start robbing people, if I only buy some magazine subscriptions from them. ",neutral,
"And that calling can touch other people.My life was touched because when I was 11 years old, Thanksgiving, no money, no food, we were not going to starve, but my father was totally messed up, my mom was letting him know how bad he messed up, and somebody came to the door and delivered food. ",neutral,
And that includes all the children of the foreign workers who are in the country.Data is often better than you think. ,neutral,
"And that is that we all in this room learned how to walk, how to talk, not by being taught how to talk, or taught how to walk, but by interacting with the world, by having certain results as a consequence of being able to ask for something, or being able to stand up and reach it. ",neutral,
"And that means that every day, when you wake up in the morning, you have to decide what kind of person you want to be. ",neutral,
"And that means that the artistic director now has a palette that he or she can choose from, between a series of forms and a series of processions, because that enclosure around the theater that is normally trapped with front-of-house and back-of-house spaces has been liberated. ",neutral,
"And that pro forma led us to a mixed-use building that was very large, in order to support their aspirations of the art, but it also opened up opportunities for the art itself to collaborate, interact with commercial spaces that actually artists more and more want to work within. ",neutral,
"And that, in some ways, was the best job you could hope to get if you were growing up in one of these neighborhoods as a young black male. ",neutral,
"And that's a really important thing to understand: the vast majority of the edits that go on on the website are from a very close-knit community of maybe 600 to 1,000 people who are in constant communication. ",neutral,
"And that's despite the fact that a supernova is so bright, so brilliant an event, that it would kill you stone dead at a range of several light-years.(Laughter)And yet, from intergalactic space, it's so far away you wouldn't even see it. ",neutral,
"And that's not because they're promiscuous, it's because there's no knowledge.And so we decided to look at the idea of sports, and create a youth sports center that doubled as an HIV/AIDS outreach center, and the coaches of the girls' team were also trained doctors. ",neutral,
And that's Richard Feynman.The biologist Lewis Wolpert believes that the queerness of modern physics is just an extreme example. ,neutral,
"And that's very important, because so many things hit the market at a price and then drift up. ",neutral,
And that's what I'd like to convince you of today.So there are three things I want to do. ,neutral,
"And that's what I'm now contributing to this.But I want to tell you a story, to illustrate. ",neutral,
"And that's what would please the maximum number of people.In other words, people in the cooking world were looking for cooking universals. ",neutral,
"And the actions that are advocated are not even purported to solve the problem, merely to postpone it by a little. ",neutral,
"And the company got sick of that, so they said, ""This version, we're not going to do anything, but make sure it's darned accurate."" And so that's what they did.This cult of doing things right is starting to spread. ",neutral,
And the email I'm getting a lot today is about frustration. ,neutral,
"And the familiar illustration is the nucleus of an atom is a fly in the middle of a sports stadium, and the next atom is in the next sports stadium. ",neutral,
And the only way we'll do it is by seeing our creative capacities for the richness they are and seeing our children for the hope that they are. ,neutral,
"And the public is there, and the Internet is there, but we have still not used it effectively.All that information we saw changing in the world does not include publicly-funded statistics. ",neutral,
And the rational thing for a layman to do is to take seriously the prevailing scientific theory. ,neutral,
"And the second is, they were what we call a multi-form theater, they do different kinds of performances in repertory. ",neutral,
"And the technician said,""Well, ma'am, what do you mean your mouse is squeaking?",neutral,
"And the thing that I realized is there was no way that I, as an engineer, could write this book that would get all of this across. ",neutral,
"And the thing would be to get up the databases free, to get them searchable, and with a second click, to get them into the graphic formats, where you can instantly understand them. ",neutral,
"And the third brain system is attachment: that sense of calm and security you can feel for a long-term partner.And I think that the sex drive evolved to get you out there, looking for a whole range of partners. ",neutral,
"And the world we now live in looks like this.[The Ten Commandments DYI Kit]And the question is, is this good news, or bad news?",neutral,
"And then God says, ""Pick it up."" And he picks it back up again, and it becomes a staff again. ",neutral,
"And then I wrote those stories down, and I put them out in front of other people.And every single time I did the show at the beginning, women would literally line up after the show, because they wanted to tell me their stories. ",neutral,
"And then of course, this year we've been responding to Katrina, as well as following up on our reconstruction work.So this is a brief overview. ",neutral,
"And then third, I want to tell you, in a very superficial way, about some of the things we found when we actually got to look at the financial records, the books, of the gang.So before I do that, just one warning, which is that this presentation has been rated 'R' by the Motion Picture Association of America. ",neutral,
"And then what hit me was, the night before, there had been some kind of bombing in Basra, and Al Jazeera had shown images of the people. ",neutral,
And then what I can do is manipulate them with both of my fingers at the same time. ,neutral,
"And there I was awarded ""Best in the World in Medicine,"" which allowed me to get in, or at least get a foot in the door of the big medical world.And from then on, since I was now in this huge exciting world, I wanted to explore it all. ",neutral,
"And there stood two boys, each about 19, in white, starched short-sleeved shirts, and they had little name tags that identified them as official representatives of the Church of Jesus Christ of Latter-day Saints, and they said they had a message for me, from God. ",neutral,
And there's a reason. ,neutral,
"And there's actually a tremendous uptake of the number of people that are actually licensing music to make it free for people who do this whole idea of re-sampling, ripping, mixing, burning and sharing.OK, I'd like to conclude with just the last few points. ",neutral,
"And therefore, what happens is someone will notice the change very quickly, and then they'll just simply revert the change.There's a ""new pages feed,"" for example, so you can go to a certain page of Wikipedia and see every new page as it's created. ",neutral,
"And they blow two of them up, and they have two gorgeous eight-by-10 glossies of meaningful things to them, and we say, ""Which one would you like to give up?",neutral,
"And they didn't really have gold jewelry, they had gold-plated jewelry. ",neutral,
"And they really preferred that the money would be used for higher salaries, more schools, whatever.And now, three and a half years later, guess what?",neutral,
"And they said, ""Well, then we have a story to tell you.""And they told me this story all about this guy named Lehi, who lived in Jerusalem in 600 BC. ",neutral,
"And this document is the certificate that the global commission signed, certifying the world to have eradicated the first disease in history.The key to eradicating smallpox was early detection, early response. ",neutral,
"And this is even more true if you happen to speak a language other than one of the world's major languages, and especially English. ",neutral,
"And this is, I think, a perfect example of what Robert Wright was talking about in those non-zero-sum things. ",neutral,
And this means that it's much bigger a difference than the uncertainty of the data. ,neutral,
"And this particular manufacturer said, ""We're not interested in that. ",neutral,
"And this was not good enough for him, and this question bedeviled him for years. ",neutral,
"And to show that, you can put on the way of United Arab Emirates. ",neutral,
"And today, we have in Vietnam the same life expectancy and the same family size here in Vietnam, 2003, as in United States, 1974, by the end of the war. ",neutral,
"And two: that hopefully we can not just understand other people more, but appreciate them more, and create the kinds of connections that can stop some of the challenges that we face today. ",neutral,
"And we all pay dearly for solid waste costs, health problems associated with pollution and more odiously, the cost of imprisoning our young black and Latino men, who possess untold amounts of untapped potential. ",neutral,
And we are operating with a comprehensive urban-planning deficit. ,neutral,
"And we certainly believe in learning by doing and everything from Logo, which was started in 1968, to more modern things, like Scratch, if you've ever even heard of it, are very, very much part of it. ",neutral,
"And we did side-by-side tests, and here you can see the charcoal briquettes and here the cow dung. ",neutral,
"And we have over 40 IRC channels, 40 mailing lists. ",neutral,
"And we have seen how countries move in different directions like this, so it's sort of difficult to get an example country which shows the pattern of the world.But I would like to bring you back to about here, at 1960. ",neutral,
"And we need to be able to design structures, and what we're doing is designing social software to enable anyone to build their own peer review process, and we call these things ""lenses."" And basically what they allow is anyone out there can develop their own peer-review process, so that they can focus on the content in the repository that they think is really important. ",neutral,
"And we picked nine finalists, and then those nine finalists were distributed throughout the entire region, and then the community picked their design. ",neutral,
"And we squander them, pretty ruthlessly.So I want to talk about education and I want to talk about creativity. ",neutral,
"And we start construction in June, and it will be opened by TEDGlobal. ",neutral,
And we're the ones that hold the paintbrush. ,neutral,
"And what I mean specifically, rather than just some phrase, is if you have emotion, human emotion, something that I experienced from you the day before yesterday at a level that is as profound as I've ever experienced and I believe with that emotion you would have beat his ass and won.Audience: Yeah!(Applause) (Cheering)How easy for me to tell him what he should do.(Laughter)Idiot, Robbins. ",neutral,
"And what I thought I would call it is ""Early Detection,"" But it should really be called ... ",neutral,
"And what I'm going to do today is tell you a little bit more about how it really works on the inside.So Wikipedia's owned by the Wikimedia Foundation, which I founded, a nonprofit organization. ",neutral,
And what it means is elaborated at climatecrisis.net.There is a carbon calculator. ,neutral,
"And what she found is that for every 10 mutual funds the employer offered, rate of participation went down two percent. ",neutral,
And what this does is it leads people to walk into their stores asking this question. ,neutral,
"And what was coming across on the news was that there was going to be this clean war and precision bombings, and the Iraqis would be greeting the Americans as liberators, and throwing flowers at their feet in the streets of Baghdad. ",neutral,
"And what we could use as a binder was actually small amounts of cow manure, which they used ordinarily for their fuel. ",neutral,
And what we have to do is find an intellectual property framework that makes sharing safe and makes it easily understandable. ,neutral,
And what you can really think of XML in this case is it's the packaging that we're putting around these pages. ,neutral,
"And when I showed the film in the Middle East, people wanted to meet Josh. ",neutral,
"And when I, you know, made a bet, I happened to believe that Jesus was who he said he was. ",neutral,
"And when it burst, the size of its country bubble is the size of the population. ",neutral,
"And when my mother was two years old, the Hungarian revolution was raging, and they decided to escape Hungary. ",neutral,
"And when they got out, he said to her mother, ""Just stand and watch her."" And the minute they left the room, she was on her feet, moving to the music. ",neutral,
"And when you write a book that the first sentence of the book is, ""It's not about you,"" then, when all of a sudden it becomes the best-selling book in history, you've got to figure, well, I guess it's not about me. ",neutral,
And whether you manually switch it or you do it in the software is to be seen. ,neutral,
"And while it was a good use of government paperwork for this volunteer to bring it back with him to his village, it was 800 kilometers away. ",neutral,
And why the ant was doing it was because its brain had been infected with a lancet fluke that was needed to get into the belly of a sheep or a cow in order to reproduce. ,neutral,
"And within about a week, having this be some of our most popular material in widespread use all over Latin America, and in particular in Mexico, because of the open, extensible nature of this. ",neutral,
And you can think of TED as a potential lens.So I'd just like to end by saying: you can really view this as a call to action. ,neutral,
And you might say it's about the reverse engineering of religions. ,neutral,
"And, indeed, they're becoming a very powerful force.Even in places like India and Japan, where women are not moving rapidly into the regular job market, they're moving into journalism. ",neutral,
"Anderson told me that this session is called ""Sync and Flow,"" I was wondering, ""What do I know that these geniuses don't?",neutral,
"Anyway, Gillian and I had lunch one day and I said, ""How did you get to be a dancer?",neutral,
apples are necessary ingredient for apple pie,neutral,
Are these factors taken into consideration when land-use policy is decided?,neutral,
Are we providing the software?,neutral,
"As a black person in America, I am twice as likely as a white person to live in an area where air pollution poses the greatest risk to my health. ",neutral,
"As far as we know, evidence to discover the most fundamental truths of all the sciences is here just for the taking, on our planet.Our location is saturated with evidence and also with matter and energy. ",neutral,
"As soon as that is built, anyone in Africa or any developing nation can take the construction documents and replicate it for free.(Applause)So why not allow designers the opportunity to do this, but still protect their rights here?",neutral,
"As you can see, I can use the same two-fingered gestures to go down and go in really seamlessly. ",neutral,
AS: I think it's large numbers of people moving it forward. ,neutral,
"Assumption number one in the food industry used to be that the way to find out what people want to eat, what will make people happy, is to ask them. ",neutral,
"Baptize them in the name of the Father, the Son and the Holy Spirit, and teach them to do everything I've told you.'"" The Bible says Jesus is the only one who can save the world. ",neutral,
"Because I believe that film has the ability to take you across borders, I'd like you to just sit back and experience for a couple of minutes being taken into another world. ",neutral,
"Because my students, what they said when they looked upon the world, and I asked them, ""What do you really think about the world?",neutral,
"Because Pepsi told him, ""We're working with a band between eight and 12 percent. ",neutral,
"Because presently, the politicians do not have permission to do what needs to be done.And in our modern country, the role of logic and reason no longer includes mediating between wealth and power the way it once did. ",neutral,
"Because the fact is that a year after losing the use of their legs, and a year after winning the lotto, lottery winners and paraplegics are equally happy with their lives.Don't feel too bad about failing the first pop quiz, because everybody fails all of the pop quizzes all of the time. ",neutral,
"Because the female parts of the brain are better connected, they tend to collect more pieces of data when they think, put them into more complex patterns, see more options and outcomes. ",neutral,
"Because you don't have to switch to a hand tool or the magnifying glass tool, you can just continuously make things in real multiple scales, all at the same time. ",neutral,
"Before I put these people in the MRI machine, I would ask them all kinds of questions. ",neutral,
"Ben and Jerry's doesn't have liver-and-onion ice cream, and it's not because they whipped some up, tried it and went, ""Yuck."" It's because, without leaving your armchair, you can simulate that flavor and say ""yuck"" before you make it.Let's see how your experience simulators are working. ",neutral,
"Big man, and he had hair, in his words, ""down to his ass."" Defied all kinds of boundaries: Was he black or white?",neutral,
"Both can be used instead of petroleum-based roofing materials that absorb heat, contribute to urban ""heat island"" effect and degrade under the sun, which we in turn breathe. ",neutral,
"But also let them know about other religions.Now, why do I say that?",neutral,
"But as we're seeing, operational costs are starting to dwarf capital costs in terms of design parameters. ",neutral,
"But based on being able to talk to them and to see their records, this is what it looks like in terms of the wages. ",neutral,
"But between us, if I'm offered a job with Fox, I'll take it. ",neutral,
"But I know the power of it, I know that it starts people thinking about how to change the world.Now, I'm not a philosopher, so I feel like I shouldn't go into great depth on this, but let film speak for itself and take you to this other world. ",neutral,
"But I know when we watched the debate at that time, there were emotions that blocked people's ability to get this man's intellect and capacity. ",neutral,
"But I really want to know what's driving you.What I would like to invite you to do by the end of this talk is explore where you are today, for two reasons. ",neutral,
"But I think its true identity comes out here.Now what's great about a multi-touch sensor is that, you know, I could be doing this with as many fingers here, but of course multi-touch also inherently means multi-user. ",neutral,
"But I think with the vision to do that, we can move forward.",neutral,
But I wanted to elaborate on a couple of these. ,neutral,
"But I'd like to talk about another way to travel that doesn't require a ship or an airplane, and just requires a movie camera, a projector and a screen. ",neutral,
"But I've been trying to think about ways to give power to these independent voices, to give power to the filmmakers, to give power to people who are trying to use film for change. ",neutral,
"But if you know anything about the history of Britannica since 1962, it was anything but radical: still a very completely safe, stodgy type of encyclopedia. ",neutral,
"But in the middle, we have most of the world population, and they have now 24 percent of the income.We heard it in other forms. ",neutral,
"But it should also make us feel vulnerable, because it means that without the specific knowledge that's needed to survive the ongoing challenges of the universe, we won't survive them. ",neutral,
"But it's worth recalling Wittgenstein's remark on the subject: ""Tell me,"" he asked a friend, ""why do people always say it was natural for man to assume that the Sun went 'round the Earth, rather than that the Earth was rotating?",neutral,
"But more importantly, being seven means that you've reached the age of reason, and you're now capable of committing any and all sins against God and man.""(Laughter)Now, I had heard this phrase, ""age of reason,"" before. ",neutral,
"But Moses, if you saw the movie, ""The Ten Commandments,"" Moses goes out, and there's this burning bush, and God talks to him, and God says, ""Moses, what's in your hand?",neutral,
"But now we have a way that's using an agricultural waste material to create a cooking fuel.One of the really exciting things, though, is something that came out of the trip that I took to Ghana just last month. ",neutral,
"But one of the things that we found was when we did side-by-side comparisons with wood charcoal, it didn't burn as long. ",neutral,
"But one point it makes is that whenever you're choosing one thing, you're choosing not to do other things that may have lots of attractive features, and it's going to make what you're doing less attractive.Third: escalation of expectations. ",neutral,
"But the bottom line is: their people-first agenda was not meant to penalize those who could actually afford cars, but rather, to provide opportunities for all Bogotanos to participate in the city's resurgence. ",neutral,
"But the future is not going to be the sky-scraping cities of New York, but this. ",neutral,
"But the key to eradicating polio is early detection, early response. ",neutral,
But the neat thing about it is I can add control points. ,neutral,
"But the process itself is without purpose, without foresight, without design. ",neutral,
But the question they asked me when they first arrived really stuck in my head: Did I believe that God loved me with all his heart?,neutral,
"But the things we have in common set me apart from most of the people in my community, and I am in between these two worlds with enough of my heart to fight for justice in the other.So how did things get so different for us?",neutral,
"But then the more I thought about it, the more I had to be honest with myself. ",neutral,
But there are new technologies and new products that they can make on a small scale.The next thing I believe is that we need to create technologies for poor farmers to add value to their own crops. ,neutral,
"But there's an organization that has been able to find a way to learn when the first cases occur, and that is called GPHIN; it's the Global Public Health Information Network. ",neutral,
But they were able to point to WHO and let them know that there was this surprising and unexplained cluster of illnesses that looked like bird flu. ,neutral,
"But they're rather curious, and I say this out of affection for them. ",neutral,
"But this is how I get to that object.Ironically, that object was made by the Killarney process, which is a brand-new process here for the 21st century, and I can hear Greg Lynn laughing his socks off as I say that. ",neutral,
But this is not the story that people tell us. ,neutral,
"But this was in 1974, and as of that moment, this photograph was the photograph that was the most widely printed, because we printed two billion copies of this photograph, and we took them hand to hand, door to door, to show people and ask them if there was smallpox in their house, because that was our surveillance system. ",neutral,
"But we gotta be careful, 'cause they can shoot around here too and then we all fucked.""(Laughter)So that's the same concept. ",neutral,
But we have emerged with valuable lessons about how to dig ourselves out. ,neutral,
But we're still nowhere near a typical place in the universe. ,neutral,
"But when she said it, the phrase seemed all caught up in the excitement of preparations for our first communion and our first confession, and everybody knew that was really all about the white dress and the white veil. ",neutral,
"But when we revert to being human, we behave more like Basil Fawlty, who, we remember, thrashed his car to teach it a lesson, when it wouldn't start on ""Gourmet Night.""(Laughter)The reason we personify things like cars and computers is that just as monkeys live in an arboreal world and moles live in an underground world and water striders live in a surface tension-dominated flatland, we live in a social world. ",neutral,
"But you can imagine there's a lot of other areas where the question is, is this notable enough to go in an encyclopedia?",neutral,
"By having this firm neutrality policy, which is non-negotiable from the beginning, we ensure that people can work together and that the entries don't become simply a war back and forth between the left and the right. ",neutral,
"By law you've got to bid, and so on and so forth. ",neutral,
"By not participating, they are passing up as much as 5,000 dollars a year from the employer, who would happily match their contribution.So paralysis is a consequence of having too many choices. ",neutral,
"By pulling a string, it vibrates and produces a sound wave, which passes through a piece of wood called a bridge, and goes down to the wood box and gets amplified, but ... ",neutral,
"CASUAL][WORD.](Applause)I invented the Placebo Camera.(Laughter)It doesn't actually take pictures, but it's a hell of a lot cheaper, and you still feel like you were there.(Laughter)(Clears his throat)(Laughter)""Dear Sir, good day, compliments of the day, and my best wishes to you and family.(Breathes in)I know this letter will come to you surprisingly, but let it not be a surprise to you, for nature has a way of arriving unannounced, and, as an adage says, originals are very hard to find, but their echoes sound ouder. ",neutral,
"Chris could be interacting with another part of Lava, while I play around with it here. ",neutral,
"Chris, you're the source of all power. ",neutral,
"Clicking on that logo takes you to an absolute no-nonsense, human-readable document, a deed, that tells you exactly what you can do with this content. ",neutral,
"Companies like National Instruments, who are embedding very powerful, interactive simulations into the materials, so that we can go way beyond our regular kind of textbook to an experience that all the teaching materials are things you can actually interact with and play around with and actually learn as you do.We've been working with Teachers Without Borders, who are very interested in mixing our materials. ",neutral,
"Compared to the sugarcane charcoal, where we have to teach people how to form it into briquettes and you have the extra step of cooking the binder, this comes pre-briquetted. ",neutral,
"Correct ""dissuade."" Not ""just."" Ok, this is not an ideal situation, because it's getting the echo from the hall and stuff. ",neutral,
Could we be manufacturing from foodstuffs in the future?,neutral,
data science is interesting to people who like it,neutral,
Did he look for the most popular variety of spaghetti sauce?,neutral,
"DNA: Design, Nature, Art. ",neutral,
Do you think you've got the right person?,neutral,
"Don't let anything ever stop you."" She finishes, and a man stands up, and he says, ""I'm from Pakistan, I'm a Muslim. ",neutral,
"During the hurricane, you had MSNBC posting about the hurricane on their blog, updating it frequently. ",neutral,
"Each bottle is different, meaning the water level will give you a different shape. ",neutral,
Efficiency in end-use electricity and end-use of all energy is the low-hanging fruit. ,neutral,
"Environmental justice, for those of you who may not be familiar with the term, goes something like this: no community should be saddled with more environmental burdens and less environmental benefits than any other.Unfortunately, race and class are extremely reliable indicators as to where one might find the good stuff, like parks and trees, and where one might find the bad stuff, like power plants and waste facilities. ",neutral,
"Every time you drink a glass of water, he points out, the odds are that you will imbibe at least one molecule that passed through the bladder of Oliver Cromwell. ",neutral,
Everyone complains that we're adding so many features. ,neutral,
"Figuring out what FEMA regulations are, not waiting for them to dictate to us how you should rebuild. ",neutral,
"First of all, just so everyone understands: you're saying that by creating web crawlers, looking on the Internet for patterns, they can detect something suspicious before WHO, before anyone else can see it?",neutral,
"First, I want to explain how and why crack cocaine had such a profound influence on inner-city gangs. ",neutral,
"For instance, he has an appendix where he explains his choice of translations of different Bible verses. ",neutral,
"For my 13th birthday, I planned a slumber party with all of my girlfriends, but a couple of weeks beforehand my mother took me aside and said, ""I need to speak to you privately. ",neutral,
"For the simulator to make you believe that different outcomes are more different than in fact they really are.From field studies to laboratory studies, we see that winning or losing an election, gaining or losing a romantic partner, getting or not getting a promotion, passing or not passing a college test, on and on, have far less impact, less intensity and much less duration than people expect them to have. ",neutral,
"for us, when he called her back, and said, ""Honey, I can't tell you what this means. ",neutral,
"Four years later, I still get probably two or three hundred emails a day from people I don't know, and it's been an amazing opportunity to kind of get to know different cultures, you know?",neutral,
Genetics has opened the door to the study of human variability. ,neutral,
"Gore reminded us that we waste every day, don't add wasting our energy, intelligence and hard-earned experience to that count.(Applause)I have come from so far to meet you like this. ",neutral,
"Haldane guesses that a dog would probably be able to place the acids in the order of their molecular weights by their smells, just as a man could place a number of piano wires in the order of their lengths by means of their notes. ",neutral,
Have you found Wikipedia being used by teachers and how do you see Wikipedia changing education?,neutral,
"He carefully mixed the DNA cocktail that created you."" I think that's false. ",neutral,
"He invites us, the reader, to think of an experience from your childhood, something you remember clearly, something you can see, feel, maybe even smell, as if you were really there. ",neutral,
"Help me democratize sustainability by bringing everyone to the table, and insisting that comprehensive planning can be addressed everywhere. ",neutral,
"Her new boyfriend wanted to marry her, and she said no.He said, ""If you go to that Hawaii thing, it's over with us."" She said, ""It's over."" When I finished that night, she called him and left a message at the top of the World Trade Center where he worked, saying, ""I love you, I want you to know I want to marry you. ",neutral,
"Here I was, this 18-year-old pipsqueak that nobody listened to, and all of a sudden, I put these photographs on the wall, and there were arguments, and they had to be taken down. ",neutral,
"Here, I put life expectancy at birth, from 30 years in some countries up to about 70 years. ",neutral,
"Here's another one: ""For instance, your brain can store 100 trillion facts. ",neutral,
"Here's one that shows the sort of current breakdown of the different religions.Do we really want to commit ourselves to engulfing all the other religions, when their holy books are telling them, ""Don't listen to the other side, that's just Satan talking!""?",neutral,
Here's sort of the schedule and I put at the bottom we might give some away free in two years at this meeting. ,neutral,
"Here's what he said: ""Ten thousand years ago, at the dawn of agriculture, human population, plus livestock and pets, was approximately a tenth of one percent of the terrestrial vertebrate landmass."" That was just 10,000 years ago. ",neutral,
How do we understand what the other person is thinking?,neutral,
How that flows through me and how that comes out is what I'm trying to understand.This is a scan through the human forearm. ,neutral,
"How the hell do I do that, when you get these things that take hundreds of millions of years to evolve?",neutral,
"Howard immediately went on the road, and he would go to conferences around the country, and he would stand up and say, ""You had been looking for the perfect Pepsi. ",neutral,
Howard is a man of a certain degree of intellectual standards. ,neutral,
"However, when we're not at TED, we are often told that a real sustainability policy agenda is just not feasible, especially in large urban areas like New York City. ",neutral,
"Human beings have something that we might think of as a ""psychological immune system."" A system of cognitive processes, largely non-conscious cognitive processes, that help them change their views of the world, so that they can feel better about the worlds in which they find themselves. ",neutral,
"I actually got to speak to Palm when they were flying high in the '90s, and after the talk, I met one of the employees. ",neutral,
I also use this feature called voice macros; period. ,neutral,
"I am five times more likely to live within walking distance of a power plant or chemical facility, which I do. ",neutral,
I am known as Captain Organic and that's a philosophical position as well as an aesthetic position. ,neutral,
"I am more invulnerable than Achilles; fortune hath not one place to hit me."" What kind of remarkable machinery does this guy have in his head?",neutral,
"I believe our only hope for the future is to adopt a new conception of human ecology, one in which we start to reconstitute our conception of the richness of human capacity. ",neutral,
"I can create big things out here, but I can go back and really quickly go back to where I started, and make even smaller things here.This is going to be really important as we start getting to things like data visualization. ",neutral,
"I can do it simultaneously, holding this down, and gripping on another one, stretching this out.Again, the interface just disappears here. ",neutral,
